7
0,0,0,24,0,27,20,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,41,21,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,48,0,0,0
49,0,0,0,0,37,0,0,45,0,0,0,41,21,0,48,0,0,31,47,0,0,33,35,15,0,19,46,26,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0
0,4,0,41,0,0,0,0,0,42,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,33,0,0,0,0,0,0,0,0,6,0
28,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,24,0,0,20,36,13,0,47,0,0,0,0,0,0,0,0,0,0,44,0,0,0,38,0,0,0,49,0,0,0,12,0,0
0,0,0,0,0,0,35,0,0,49,0,0,30,0,0,0,0,5,0,0,32,0,0,0,0,0,0,0,0,0,0,36,0,9,40,0,31,0,43,0,0,0,0,0,0,0,0,0,41
0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,24,35,0,0,0
0,0,0,0,0,0,0,49,0,0,7,0,0,0,0,0,0,0,38,0,0,0,0,0,0,20,0,9,0,15,0,42,0,0,36,0,0,21,0,0,13,0,17,14,0,0,0,0,0
0,0,0,0,0,0,18,28,0,9,0,0,0,23,0,0,0,0,0,44,0,0,34,0,0,12,0,0,0,31,0,49,0,0,0,0,0,0,0,40,0,0,22,46,0,0,0,0,0
0,0,0,0,0,12,0,0,21,0,0,0,48,0,7,0,0,0,30,11,0,0,0,0,24,0,36,15,0,0,0,46,0,33,0,0,0,1,0,0,0,17,9,0,2,20,0,0,25
0,0,0,0,0,0,0,5,0,0,32,0,0,0,0,26,10,0,0,0,0,0,45,0,0,0,0,0,0,0,25,28,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,48
0,0,28,0,0,20,0,0,0,0,0,33,0,0,0,0,0,0,0,0,42,0,48,0,0,21,0,4,0,0,0,0,1,0,0,0,0,0,34,6,0,0,31,0,0,0,0,0,0
0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,20,0,0,2,23,0,49,0,0,0,0,0,0,0,0,48,0,0,0,13,46,0,0,0,0,0,0,0,0,0,0,0,32,34
0,0,0,0,0,13,0,0,0,25,0,1,0,14,0,0,0,0,0,0,0,0,6,46,26,32,0,0,0,0,11,0,7,0,0,24,0,0,0,28,9,27,10,0,0,0,0,0,0
0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,34,0,0,0,0,23,14,1,0,17,25,0,0,0,0,0,0,0,0,47,0,0,0,31,48,45,0,0,8,0,0,44
0,0,0,44,4,0,0,0,0,27,0,0,40,0,0,0,23,0,0,14,2,0,0,0,0,0,16,37,0,48,0,0,0,47,0,33,0,0,0,0,0,0,0,0,0,0,46,22,0
0,0,0,0,0,36,0,0,32,0,22,0,0,46,0,0,0,0,0,0,33,0,0,0,0,8,0,0,0,0,0,0,3,1,0,0,0,0,11,0,0,0,48,43,0,0,0,0,0
0,0,0,6,0,0,46,0,13,48,0,0,0,49,16,0,11,0,0,0,0,0,0,0,20,0,0,0,0,10,19,0,39,0,15,0,21,0,0,29,0,0,0,0,1,0,0,0,0
0,0,0,11,0,0,0,41,8,45,0,21,0,29,0,0,0,48,47,0,0,0,19,0,35,0,15,0,46,34,6,0,0,26,22,0,1,3,0,0,17,0,0,0,0,0,0,9,0
25,1,0,23,0,3,0,33,0,0,15,0,0,42,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,45,0,0,0,0,4,38,0,32,0,46,0,0,37,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,43,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,25,0,0
39,42,19,0,0,33,0,0,0,0,12,5,0,34,0,38,22,0,46,0,0,0,0,0,0,0,0,0,0,36,0,0,0,28,0,0,0,0,0,0,0,0,8,0,29,0,48,0,4
0,0,0,0,0,0,0,0,0,13,47,0,31,0,12,0,0,0,0,0,0,40,9,25,0,0,0,36,27,0,0,0,33,0,35,0,0,41,0,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,39,42,0,0,0,0,48,29,0,21,8,0,0,0,0,2,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,0,0,0,0,0,0,0,0,14,0,0,0,0,0,8,29,0,44,0,22,10,0,0,0,0,34,0,16,0,0,0,0,40,0,24,0,0,20,36,39,0,42,0,0,35,0
3,0,0,0,1,0,0,0,33,0,35,0,0,0,20,0,0,0,0,0,0,18,0,0,0,43,0,0,48,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34,0,0
0,0,0,0,21,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,30,0,0,0,13,0,0,0,49,0,0,42,0,15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,20,0,23,3,0,0,0,0,0,0,0,45,34,0,0,6,0,0,0,0,0,7,0,49,0,0,0,40,0,0,0,24,0,0,0,0,0,0,0,0
47,0,0,7,30,49,0,0,14,0,41,0,0,4,43,0,0,0,0,31,48,0,0,0,19,0,0,26,0,0,0,0,5,0,38,0,0,0,0,0,2,20,35,0,0,0,0,0,0
0,0,34,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,11,0,0,27,0,0,0,0,0,0,15,26,39,0,46,19,0,0,0,0,0,4,0,1,0,0,0,0,0,2,3
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,35,0,0,0,48,13,0,0,0,43,21,0,1,0,0,0,44,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
0,0,0,39,0,0,15,0,0,0,0,0,0,0,38,0,0,0,0,0,34,25,0,0,0,0,0,0,0,0,36,27,0,40,0,0,0,0,0,31,0,21,0,45,44,0,0,0,8
0,0,0,0,24,42,9,0,0,0,0,0,32,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,17,20,0,25,0,23,0,0,11,49,7,0,30,0,0,0,0,29,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,3,20,0,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,10,0,46,0,0,33,0,0,0,0,0,0,0,0
